patient_id,vista_id,mrn,first_name,last_name,middle_name,gender,birthdate,age,race,ethnicity,address,city,state,zip,country,phone,email,marital_status,language,insurance,ssn,smoking_status,alcohol_use,education,employment_status,income,housing_status,sdoh_risk_score,sdoh_risk_factors,community_deprivation_index,access_to_care_score,transportation_access,language_access_barrier,social_support_score,sdoh_care_gaps,genetic_risk_score,genetic_markers,precision_markers,comorbidity_profile,care_plan_total,care_plan_completed,care_plan_overdue,care_plan_scheduled,deceased,death_date,death_primary_cause
af384b47-62b4-42ce-8f62-5384b744d035,3289248,MRN486790,Joel,Hubbard,D,female,1994-10-16,31,White,Hispanic or Latino,59406 Kelly Street Suite 715,Hudsonburgh,NV,12572,US,585-759-5212x004,cindyjohnston@example.net,Married,German,Medicaid,392-58-2283,Current,Regular,Associate,Student,35440,Temporary,0.51,"[""housing_instability"", ""smoker""]",0.32,-0.21,public_transit,true,0.13,"[""behavioral_health_followup""]",0.0,[],[],[],0,0,0,0,false,,
33d94389-3c97-4f36-8b75-91b655e3c07b,6276397,MRN298199,Sean,Koch,T,other,2016-10-10,9,Black,Hispanic or Latino,604 Christopher Point Apt. 246,New Taylor,NM,07670,US,001-713-377-7524x59189,zachary53@example.org,Separated,French,Medicaid,678-22-0689,Never,Occasional,None,Student,0,Homeless,0.46,"[""housing_instability"", ""limited_education""]",0.57,-0.15,personal_vehicle,false,0.11,[],0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Heart Disease"", ""probability"": 0.45}, {""primary"": ""Hypertension"", ""associated"": ""Stroke"", ""probability"": 0.2}]",3,0,2,1,true,2020-10-09,"Acute myocardial infarction, unspecified"
4e642e87-87e4-4d12-a82d-5607bebc62df,7216647,MRN570801,Jeremy,Griffin,E,male,2010-10-12,15,Hispanic,Hispanic or Latino,92241 Gonzalez Road Suite 673,Reedchester,SD,85532,US,(609)945-7031x509,schroederjames@example.org,Never Married,French,Private,247-96-4763,Former,Heavy,None,Student,0,Homeless,0.49,"[""housing_instability"", ""limited_education"", ""heavy_alcohol_use""]",0.18,0.08,public_transit,true,-0.12,"[""behavioral_health_followup""]",0.0,[],[],"[{""primary"": ""Anxiety"", ""associated"": ""Depression"", ""probability"": 0.55}]",3,2,1,0,false,,
c1894f0d-69f0-41a9-b63b-ca44c1e4c8d7,8314363,MRN793020,Leah,Martinez,J,other,1945-10-28,80,Other,Not Hispanic or Latino,295 Steven Lane Suite 820,Johnsonfort,NY,93740,US,001-300-231-0876x51181,melissajones@example.net,Widowed,Spanish,Uninsured,093-10-5167,Current,Regular,Bachelor,Disabled,22360,Assisted Living,0.51,"[""low_income"", ""smoker""]",0.56,-0.1,limited,false,-0.13,"[""missed_cardiology_followup""]",0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Heart Disease"", ""probability"": 0.45}]",0,0,0,0,true,2022-10-09,"Acute myocardial infarction, unspecified"
2855223a-b200-4296-8f87-888764fcc091,2247803,MRN863300,Adam,Lee,E,male,2017-10-10,8,Other,Hispanic or Latino,4305 Patrick Square,Benjamintown,SD,95667,US,721-432-2988,aperkins@example.net,Divorced,Vietnamese,Private,080-87-8143,Former,Heavy,None,Student,0,Stable,0.34,"[""limited_education"", ""heavy_alcohol_use""]",0.68,-0.04,personal_vehicle,false,0.15,[],0.0,[],[],[],0,0,0,0,false,,
36a07973-c038-441c-bd19-18e1192a7710,1454566,MRN874288,Jason,Wolfe,C,other,1972-10-21,53,Other,Hispanic or Latino,0720 Billy Port,Port Jeffery,AK,96384,US,582-238-6295,sergioscott@example.net,Separated,Chinese,Private,234-11-8718,Former,Regular,None,Disabled,174631,Stable,0.2,"[""limited_education""]",0.51,0.13,public_transit,false,-0.06,[],0.0,[],[],"[{""primary"": ""Obesity"", ""associated"": ""Diabetes"", ""probability"": 0.5}]",0,0,0,0,false,,
716138a3-8bfc-40a7-b457-4556f686d9eb,6054951,MRN911320,Patty,Bray,A,other,1932-10-31,93,Asian,Hispanic or Latino,86831 Wise Locks,North Ronnie,MP,99752,US,609-599-4696x3795,katrinalarsen@example.com,Never Married,Spanish,Medicare,657-61-0432,Never,Heavy,Doctorate,Retired,48777,Assisted Living,0.21,"[""heavy_alcohol_use""]",0.53,0.13,limited,false,-0.13,"[""missed_cardiology_followup""]",0.0,[],[],[],0,0,0,0,true,2022-10-09,"Nontraumatic intracerebral hemorrhage, unspecified"
e431d52e-1fd0-49ce-a1f5-b25c3a172623,8393871,MRN831626,Joe,Thompson,N,other,1906-11-07,119,White,Hispanic or Latino,776 Kent Pine Suite 125,North Williamfort,UT,90047,US,(611)875-1679,evanstyler@example.com,Married,German,Uninsured,512-57-3787,Never,Occasional,Primary,Employed,17359,Assisted Living,0.37,"[""low_income"", ""limited_education""]",0.37,-0.18,personal_vehicle,false,-0.06,[],0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Heart Disease"", ""probability"": 0.45}, {""primary"": ""Diabetes"", ""associated"": ""Stroke"", ""probability"": 0.15}]",3,0,3,0,true,2024-10-08,"Intentional self-harm by other specified means, initial encounter"
ba5633d0-1bd2-4637-a9d0-7d576a164c1c,9834963,MRN802552,Melissa,Hayden,D,male,2014-10-11,11,Other,Hispanic or Latino,131 Rogers Courts,South Jeffrey,SC,84101,US,780-219-9374,lisa17@example.net,Divorced,English,Uninsured,491-14-1199,Never,Regular,None,Student,0,Assisted Living,0.29,"[""limited_education""]",0.93,-0.05,personal_vehicle,false,0.03,[],0.0,[],[],[],0,0,0,0,false,,
01921c46-aeb6-4de7-9b12-26763f6d8d65,9339794,MRN901039,Amanda,Brown,C,male,2010-10-12,15,Hispanic,Hispanic or Latino,07358 Holly Stream,Lake Nicoleshire,GU,33911,US,448-699-3341x887,susan04@example.org,Separated,Spanish,Medicaid,189-88-9310,Former,Occasional,None,Student,0,Temporary,0.37,"[""housing_instability"", ""limited_education""]",0.11,-0.16,personal_vehicle,true,-0.13,"[""behavioral_health_followup""]",0.0,[],[],[],0,0,0,0,false,,
cba809ac-8dda-4f69-8e9b-868e6cd70afd,2604460,MRN622481,Ronald,Fields,P,female,1993-10-16,32,White,Hispanic or Latino,5906 Downs Forest,Phillipsshire,DE,88214,US,229.465.1330x12886,umartinez@example.com,Never Married,English,Uninsured,097-45-7772,Former,Regular,None,Disabled,88579,Temporary,0.44,"[""housing_instability"", ""limited_education""]",0.43,-0.21,limited,false,-0.1,[],0.0,[],[],"[{""primary"": ""Obesity"", ""associated"": ""Hypertension"", ""probability"": 0.4}, {""primary"": ""Obesity"", ""associated"": ""Heart Disease"", ""probability"": 0.25}]",3,0,3,0,true,2023-10-09,"Stroke, not specified as hemorrhage or infarction"
16983ef4-f36e-4404-aa50-4175de5903ba,3025798,MRN478160,Christopher,Forbes,R,other,2023-10-09,2,Black,Not Hispanic or Latino,89665 Dawn Meadow Apt. 615,North Jose,AS,91981,US,(606)775-1839x65867,traciemoon@example.com,Never Married,Spanish,Uninsured,623-87-9415,Current,Regular,None,Student,0,Stable,0.38,"[""limited_education"", ""smoker""]",0.42,0.27,personal_vehicle,true,0.09,"[""behavioral_health_followup""]",0.0,[],[],[],0,0,0,0,false,,
7c1243e4-fc67-495a-af95-1280315065ec,5763859,MRN645886,Christopher,Murphy,A,female,1997-10-15,28,Other,Not Hispanic or Latino,01003 Duncan Underpass Apt. 884,Mooreburgh,NY,07791,US,(983)588-2000x576,rreeves@example.org,Married,French,Private,558-59-3876,Former,Regular,High School,Retired,8394,Stable,0.2,"[""low_income""]",0.01,0.14,limited,false,0.03,[],0.0,[],[],[],0,0,0,0,false,,
cc87acec-81f1-4ee2-8efc-c48c612dba1c,2721937,MRN836821,Kristin,White,K,male,1914-11-05,111,White,Not Hispanic or Latino,87654 Thomas Mountains,North Lauren,MN,17426,US,+1-675-523-3099x0782,jamesduncan@example.org,Widowed,Spanish,Uninsured,316-14-8172,Former,Occasional,Primary,Student,199049,Assisted Living,0.25,"[""limited_education""]",0.77,0.27,public_transit,false,0.15,"[""missed_colonoscopy""]",0.0,[],[],[],0,0,0,0,true,2018-10-10,"Heart failure, unspecified"
9bec80bc-fd5d-49a4-b547-29bdef4fa1c2,1734319,MRN182633,Jessica,Sparks,W,female,1905-11-07,120,Native American,Not Hispanic or Latino,5938 Stone Extensions Suite 323,New Sherry,WA,54340,US,+1-404-595-6732x36206,dillon43@example.net,Married,Spanish,Medicare,368-29-8067,Never,Occasional,Primary,Disabled,6945,Temporary,0.68,"[""low_income"", ""housing_instability"", ""limited_education""]",0.66,-0.03,public_transit,false,0.01,[],0.0,[],[],"[{""primary"": ""Obesity"", ""associated"": ""Hypertension"", ""probability"": 0.4}]",3,0,3,0,true,2023-10-09,Unspecified diabetes mellitus with unspecified complications
bb64a2d2-6283-4d74-bc9c-da3d9905217d,7050294,MRN200877,Christopher,Mejia,T,male,2015-10-11,10,Hispanic,Not Hispanic or Latino,0184 Li Island,West Michelleburgh,NE,20752,US,001-619-493-9631x558,leerobert@example.org,Divorced,English,Medicare,343-03-7413,Former,Never,None,Student,0,Homeless,0.35,"[""housing_instability"", ""limited_education""]",0.02,-0.25,limited,false,0.02,[],0.0,[],[],[],0,0,0,0,false,,
7a9ce892-fce7-4e43-8286-4d01871f6e15,7877459,MRN659462,Andrew,Williams,B,male,1987-10-18,38,Asian,Hispanic or Latino,4980 Schwartz Lodge Apt. 838,New Davidfort,CA,12097,US,629.459.2297x73603,sbrown@example.com,Divorced,Vietnamese,Medicaid,334-79-0880,Never,Regular,Bachelor,Unemployed,113257,Temporary,0.48,"[""housing_instability"", ""unemployed""]",0.4,-0.17,public_transit,false,-0.19,[],0.0,[],[],[],3,2,1,0,false,,
1b85c14a-69ef-4da8-974c-befc917df450,759037,MRN129638,Melinda,Hayes,M,female,1993-10-16,32,Hispanic,Hispanic or Latino,7840 Baker Fields Apt. 757,Bryanport,MN,40416,US,(731)383-9046x0297,doyleangela@example.com,Married,Vietnamese,Medicare,002-34-5629,Former,Regular,Primary,Student,43642,Assisted Living,0.24,"[""limited_education""]",0.69,-0.13,personal_vehicle,true,-0.06,"[""behavioral_health_followup""]",0.0,[],[],[],0,0,0,0,false,,
5fc501eb-c578-4b8e-92d9-d8f611137584,4950347,MRN239228,Daniel,Kelley,S,other,1983-10-19,42,Asian,Hispanic or Latino,12635 Lewis Common Suite 127,North Eric,OR,56112,US,(633)977-9782x25204,uluna@example.net,Separated,English,Medicaid,513-12-6773,Current,Heavy,Associate,Unemployed,113367,Temporary,0.73,"[""housing_instability"", ""unemployed"", ""smoker"", ""heavy_alcohol_use""]",0.17,-0.25,personal_vehicle,false,-0.18,[],0.0,[],[],[],0,0,0,0,false,,
e596f080-3f34-4852-9724-2cb745fd421d,9824716,MRN214020,Christine,Curtis,S,male,2000-10-14,25,Other,Hispanic or Latino,330 Lucas Valleys,Bestfort,AL,01723,US,569.713.3625x644,carolmatthews@example.org,Separated,French,Medicare,071-53-5574,Current,Occasional,Associate,Student,170065,Homeless,0.5,"[""housing_instability"", ""smoker""]",0.25,0.15,limited,false,-0.15,[],0.0,[],[],"[{""primary"": ""Anxiety"", ""associated"": ""Depression"", ""probability"": 0.55}]",0,0,0,0,false,,
7479156a-5ea4-4c91-9864-0edca0ec39f9,6243955,MRN579455,Andrew,Martin,N,female,1966-10-23,59,Black,Not Hispanic or Latino,1540 Jackson Village,West Frankhaven,NV,98640,US,501.572.7139,jeffrey88@example.net,Divorced,Chinese,Private,605-23-0403,Current,Heavy,Associate,Employed,115641,Homeless,0.56,"[""housing_instability"", ""smoker"", ""heavy_alcohol_use""]",0.07,-0.24,public_transit,false,-0.06,[],0.0,[],[],"[{""primary"": ""Obesity"", ""associated"": ""Diabetes"", ""probability"": 0.5}]",3,1,2,0,false,,
1815ab16-149d-4029-a103-a1a851fae50e,3497143,MRN638679,Doris,Sweeney,D,male,2020-10-09,5,Other,Hispanic or Latino,08302 Walsh Springs Apt. 611,New Robert,AL,77449,US,975-295-4235x82426,claytongonzales@example.org,Separated,German,Private,744-38-1753,Current,Occasional,None,Student,0,Stable,0.47,"[""limited_education"", ""smoker""]",0.87,0.04,personal_vehicle,false,-0.05,[],0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Heart Disease"", ""probability"": 0.45}, {""primary"": ""Hypertension"", ""associated"": ""Diabetes"", ""probability"": 0.25}]",3,0,2,1,false,,
779ea0a8-ecf9-405d-92bd-7aa4c5f33e9a,1032990,MRN364056,Bobby,Keller,B,other,2010-10-12,15,White,Not Hispanic or Latino,846 Carson Run Apt. 375,Kington,LA,78841,US,(496)625-8894,iweaver@example.com,Never Married,Chinese,Uninsured,256-52-5408,Former,Never,None,Student,0,Temporary,0.48,"[""housing_instability"", ""limited_education""]",0.65,-0.05,limited,false,0.11,[],0.0,[],[],"[{""primary"": ""Obesity"", ""associated"": ""Diabetes"", ""probability"": 0.5}]",0,0,0,0,false,,
975ea880-4b7f-41b8-bb42-df3e4a58406a,2687259,MRN714753,Allison,Williams,L,other,1916-11-04,109,Other,Not Hispanic or Latino,07785 Hanson Crossroad Apt. 953,West Deniseburgh,CA,94434,US,958.809.0896x992,caseymichael@example.net,Married,English,Private,856-38-2321,Never,Occasional,High School,Unemployed,126494,Stable,0.15,"[""unemployed""]",0.02,-0.18,personal_vehicle,false,0.06,[],0.0,[],[],[],0,0,0,0,true,2019-10-10,"Acute myocardial infarction, unspecified"
cdf0089f-84d7-4fc6-b4f9-7669474559b7,8457545,MRN808254,Andrew,Wood,C,other,2016-10-10,9,Black,Not Hispanic or Latino,35411 Margaret Tunnel,Victoriaside,MN,08664,US,730.265.4098,carol70@example.org,Widowed,Spanish,Medicaid,527-51-1248,Current,Heavy,None,Student,0,Temporary,0.77,"[""housing_instability"", ""limited_education"", ""smoker"", ""heavy_alcohol_use""]",0.62,-0.2,limited,false,0.11,[],0.0,[],[],[],0,0,0,0,false,,
3a5aa456-7384-47d7-8e66-f8fca87e2a55,4905898,MRN532687,Brian,Williams,K,other,1977-10-20,48,Native American,Hispanic or Latino,960 Bryan Ways,Lake Cynthia,MH,43773,US,(997)990-3936,gbarnett@example.net,Separated,English,Medicaid,694-17-8798,Never,Heavy,High School,Employed,123968,Stable,0.15,"[""heavy_alcohol_use""]",0.25,0.16,personal_vehicle,false,-0.07,[],0.0,[],[],"[{""primary"": ""Obesity"", ""associated"": ""Diabetes"", ""probability"": 0.5}, {""primary"": ""Obesity"", ""associated"": ""Hypertension"", ""probability"": 0.4}]",0,0,0,0,false,,
57c6070d-2b16-4465-9069-cde8f8e769ea,5820192,MRN481571,Dennis,Gonzales,S,female,1956-10-25,69,Black,Hispanic or Latino,07686 Hernandez Trafficway Suite 028,Adamton,MP,06757,US,001-877-795-8864x625,ashley39@example.net,Married,German,Medicaid,517-53-3725,Former,Never,Primary,Disabled,49115,Stable,0.26,"[""limited_education""]",0.79,0.29,limited,false,-0.05,"[""missed_colonoscopy"", ""missed_cardiology_followup""]",0.0,[],[],[],3,0,3,0,false,,
34b58fb9-9832-4a40-a501-e9bc4406af55,7806815,MRN625737,Maria,Reed,K,female,1935-10-31,90,White,Hispanic or Latino,0571 William Forest Apt. 123,Chanhaven,DE,22122,US,792-993-6544x1797,millerhenry@example.com,Never Married,English,Medicare,503-16-6993,Current,Regular,Associate,Employed,29931,Homeless,0.74,"[""low_income"", ""housing_instability"", ""smoker""]",0.43,0.2,public_transit,false,0.17,[],0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Stroke"", ""probability"": 0.2}, {""primary"": ""Hypertension"", ""associated"": ""Diabetes"", ""probability"": 0.25}]",3,0,3,0,true,2021-10-09,"Acute myocardial infarction, unspecified"
15d9725d-7df5-4eab-9c86-6e17bc87a609,6910182,MRN159694,Emily,Blair,S,other,1948-10-27,77,White,Hispanic or Latino,0579 York Valley,Desireefort,LA,78697,US,(238)589-1176,marymiles@example.com,Never Married,Chinese,Uninsured,660-22-9549,Current,Occasional,High School,Disabled,68032,Homeless,0.63,"[""housing_instability"", ""smoker""]",0.88,-0.13,public_transit,false,-0.04,"[""missed_colonoscopy""]",0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Heart Disease"", ""probability"": 0.45}]",0,0,0,0,false,,
633e4b04-b4c4-44d3-afcd-3dde11d6721d,4889748,MRN402530,William,Li,M,female,2003-10-14,22,White,Hispanic or Latino,864 James Shoals,Christopherberg,MO,38487,US,001-984-494-5918x08884,uharrington@example.com,Never Married,Vietnamese,Private,153-79-3080,Current,Never,Doctorate,Unemployed,89732,Assisted Living,0.41,"[""unemployed"", ""smoker""]",0.31,-0.06,public_transit,false,-0.19,[],0.0,[],[],[],0,0,0,0,false,,
dc05639e-33b0-49de-9644-4976fcf0ecf5,4050953,MRN619667,Kristina,Mcconnell,B,other,2006-10-13,19,Other,Not Hispanic or Latino,107 Elizabeth Streets Apt. 279,South Sarah,WA,76148,US,(597)489-4691x57754,maryjones@example.org,Divorced,English,Medicare,370-92-6233,Current,Regular,Master,Student,155115,Assisted Living,0.34,"[""smoker""]",0.68,-0.0,public_transit,false,-0.02,[],0.0,[],[],[],0,0,0,0,false,,
49214b78-f82c-478d-a0ec-53a1a104d759,6393226,MRN915579,Christopher,Graves,T,male,2011-10-12,14,Asian,Not Hispanic or Latino,882 Claudia Camp Apt. 633,Garyborough,GU,31752,US,+1-808-553-3376x787,briggskim@example.net,Never Married,German,Uninsured,589-14-8110,Former,Regular,None,Student,0,Assisted Living,0.25,"[""limited_education""]",0.74,-0.16,personal_vehicle,false,-0.03,[],0.0,[],[],[],0,0,0,0,false,,
ae8bcf45-24c1-4b80-91ab-0ba9716282d3,9953697,MRN327878,James,Moore,B,other,1978-10-20,47,Other,Hispanic or Latino,1643 Richard Row Suite 117,Nicholeport,NM,72846,US,817.476.0380x573,kfisher@example.org,Separated,German,Uninsured,599-81-5492,Never,Occasional,Doctorate,Employed,16257,Temporary,0.56,"[""low_income"", ""housing_instability""]",0.56,-0.23,limited,false,-0.16,"[""missed_cardiology_followup""]",0.0,[],[],"[{""primary"": ""Depression"", ""associated"": ""Anxiety"", ""probability"": 0.6}]",3,1,2,0,false,,
303133b3-8866-4c0b-8c52-3eb315756f4f,5015286,MRN923266,Kenneth,Shaffer,J,female,2013-10-11,12,White,Not Hispanic or Latino,05280 Michael Hill,North Charlesborough,NY,28034,US,(362)804-7335x43205,kevinjohnson@example.net,Widowed,Vietnamese,Medicare,473-60-4052,Never,Heavy,None,Student,0,Assisted Living,0.36,"[""limited_education"", ""heavy_alcohol_use""]",0.82,-0.23,personal_vehicle,false,0.15,[],0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Diabetes"", ""probability"": 0.25}]",0,0,0,0,true,2025-10-08,"Intentional self-harm by other specified means, initial encounter"
ae9bd552-222c-4a4a-8da3-d32c8a8badce,5916907,MRN100793,Mark,Hines,J,male,1984-10-18,41,Asian,Hispanic or Latino,21626 Samuel Shore Apt. 615,Michelleberg,MH,28043,US,+1-434-963-7883x5954,nsutton@example.net,Separated,German,Uninsured,354-98-5849,Former,Regular,High School,Employed,85727,Stable,0.13,[],0.63,0.22,public_transit,false,-0.03,[],0.0,[],[],[],0,0,0,0,false,,
5146d704-5587-49f0-92d3-7459737db509,841595,MRN660844,Sara,Barrett,H,other,1959-10-25,66,Other,Not Hispanic or Latino,4831 Kimberly Shores Apt. 611,East Luishaven,VA,96265,US,2445104204,nguyendenise@example.net,Married,French,Private,358-72-9891,Never,Heavy,Bachelor,Employed,145581,Stable,0.28,"[""heavy_alcohol_use""]",0.88,0.23,personal_vehicle,false,0.13,"[""missed_colonoscopy""]",0.0,[],[],"[{""primary"": ""Hypertension"", ""associated"": ""Stroke"", ""probability"": 0.2}, {""primary"": ""Obesity"", ""associated"": ""Diabetes"", ""probability"": 0.5}]",0,0,0,0,true,2023-10-09,"Stroke, not specified as hemorrhage or infarction"
2822cee8-823d-4457-8ac6-29c9ea7a574f,2355541,MRN427486,James,Jackson,S,male,2025-10-08,0,Asian,Hispanic or Latino,698 Noble Corner Suite 126,Wrightport,VA,71457,US,5536394857,alison73@example.com,Separated,Chinese,Private,452-46-1132,Current,Regular,None,Student,0,Temporary,0.64,"[""housing_instability"", ""limited_education"", ""smoker""]",0.44,-0.09,public_transit,false,0.04,[],0.0,[],[],[],0,0,0,0,false,,
c3356c10-fbdb-424b-aa3d-0bc9c348c7d0,1204621,MRN683785,Penny,Gilbert,T,female,2000-10-14,25,Black,Hispanic or Latino,173 Joseph Vista,Keithtown,OH,47038,US,001-804-649-9238x0087,karlhendricks@example.com,Widowed,Spanish,Medicaid,050-46-0437,Former,Heavy,Master,Disabled,48658,Temporary,0.46,"[""housing_instability"", ""heavy_alcohol_use""]",0.57,-0.21,personal_vehicle,false,0.02,[],0.0,[],[],[],0,0,0,0,false,,
5b7df753-aa56-4275-be0e-9927f2af6d53,9291503,MRN189171,Beverly,Ortiz,B,other,1913-11-05,112,Hispanic,Not Hispanic or Latino,663 Dorsey Course,New Katherine,MT,38903,US,(845)472-1856x7666,iellis@example.org,Divorced,English,Medicaid,635-56-6283,Current,Occasional,Bachelor,Unemployed,146397,Homeless,0.77,"[""housing_instability"", ""unemployed"", ""smoker""]",0.86,0.07,personal_vehicle,false,0.18,"[""missed_colonoscopy""]",0.0,[],[],"[{""primary"": ""Heart Disease"", ""associated"": ""Stroke"", ""probability"": 0.2}]",3,0,3,0,true,2023-10-09,"Cardiac arrest, cause unspecified"
